1000989594	354141	997.705527575701	986.5001450017058
1001016422	346536	999.5769736160333	978.0037871033777
1001016423	346536	999.5786793508673	977.9923234390992
1002248600	293774	997.5520300938878	985.6331712726031
100237913	9402	996.3296006134842	989.9123677925622
1002566333	290680	999.6575618147525	996.8545632889799
100269010	78380	996.5344110758771	984.7486011600137
1003125690	6998	997.8908847851768	986.6425196178778
1003637472	2290263	997.300818669817	988.0680825656772
1003901482	301486	998.2468071877137	988.9451040600478
1003901514	56526	998.2378225455449	988.8684834527464
1003901554	1753028	998.18883292918	988.9205049471169
1003901563	8748	998.2222077141495	988.8285994541112
1004038707	360480	997.9282264917408	989.4333333333333
1004038721	609079	998.1500528508362	988.0319430228591
1004038724	51782	998.1038550021761	988.0828130330945
1004038725	14390	997.9464403407324	989.5628454452406
1005229944	39774	997.6047047607202	984.6644660525418
1005405936	1198074	997.960303840494	987.3096724667349
1005726880	368384	996.7766585835975	983.0110030706244
1006281674	64164	999.0837882650418	987.0869924940292
1006285795	64164	997.4728802669484	989.2950102354145
1006289717	64008	997.4841198781321	989.2002132378029
1008177078	8748	996.1424444029927	994.7469976117366
1008432013	8748	996.1735994528383	994.9249402934151
1010595081	293774	998.037095069328	984.6508529512112
1010622739	14390	998.2650583431781	980.3549044694643
1010628927	72235	998.3234844245477	982.1223046741725
1010635496	8748	998.3027212999233	981.8814824292051
1010640643	8748	998.2794026819208	981.9646281132718
1010644811	109029	998.2580467988973	983.7436966905494
1010649907	2049791	998.0996704594913	982.5589730467417
1010654306	109029	997.8961263445874	983.4062862504264
1010658341	8748	998.0691185309538	982.1636813374275
1010666875	65148	998.2846566768224	982.6929205049471
1010817983	293774	997.8945366743352	983.5722961446606
1010825519	14390	997.9626562208542	982.5652337086319
1010830680	29061	998.1552716118468	982.0726202661207
1010884004	14390	997.9394184335428	982.6117792562264
1011663180	125136	997.5680698045555	984.6778573865574
1012037681	293774	997.8809591908641	983.1919651995906
1014404060	524500	997.8939563514268	986.146494370522
1014777722	29061	997.4754461232358	991.4825230296826
1016007310	2191019	997.4967128852411	976.5178778573866
1016064718	29061	998.8837571763146	987.1720914363699
1020282702	4040955	997.6678811996103	988.0040429887412
1020322337	149424	999.8660842711765	986.743526100307
1020322645	149424	999.8625525917636	986.7559535994541
1020775190	29061	996.7945636178987	998.7462299556464
1020955837	21709	997.7857572177661	985.2374957352439
1021099588	290680	997.8402184501234	984.4753582395088
102192894	290680	996.4203942050613	989.6676390310474
102195964	8748	996.3759103815623	989.81082395087
1022941683	3245367	997.6323011875894	987.2432702149437
1023993996	8748	998.1882795498352	978.1016888433983
1026435513	8703	996.8541234015212	984.0894148754691
1027002570	78613	996.472212895604	979.5581712726032
1028165405	8748	997.3359489315841	991.2777038553394
1028175686	29061	997.3943729403718	991.6154469464345
1028467805	80117	996.6108976351842	979.6591180484476
1029676328	8748	998.4707952496425	988.4502814738996
